trip_distance,rate_code,fare_amount,extra,service_tax,tip_amount,tolls_amount,imp_surcharge,Peak Hour Charges,total_amount,total_amount with night charges,City_location_id,dropoff_location_id,year,month,day,day_of_week,hour_of_day,trip_duration,model,passenger_count,City_longitude,Delhi_latitude,dropoff_longitude,dropoff_latitude,Pickup_city,Pickup_State,Time_Category
6.4,3,1968,20,139,5538.4,120.47,51.36,0.8,7837,6269.6,161,255,2019,7,4,Tuesday,6:53 AM,228,AUTO,1,-73.987871,40.744032,-74.002031,40.728272,Amritsar,Punjab,Morning
11.96,7,2870,26,133,492,279.24,45.68,0.8,3846,3076.8,138,137,2019,11,28,Tuesday,6:43 AM,83,AUTO,1,-73.924393,40.744035,-73.943658,40.746703,Aligarh,Uttar Pradesh,Morning
4.01,10,1804,26,76,373.92,76.25,79.03,2.5,2435,6087.5,33,107,2018,10,3,Tuesday,11:16 PM,175,AUTO,1,-73.983855,40.744069,-74.005639,40.740089,Guwahati,Assam,Night
11.2,9,3034,41,61,892.98,95.86,3,0.8,4128,3302.4,138,163,2019,4,16,Sunday,11:58 AM,299,AUTO,1,-74.003197,40.744075,-74.00067,40.726062,Haora,West Bengal,Morning
10,2,2337,10,95,583.532,212.13,41.16,2.5,3279,8197.5,138,233,2021,2,6,Monday,11:58 PM,208,AUTO,1,-73.995863,40.744098,-73.990998,40.741071,Ranchi,Jharkhand,Night
11.15,1,2542,28,119,521.52,392.43,2.6,0.8,3606,2884.8,132,160,2023,6,24,Saturday,7:49 AM,168,MINI,1,-73.985428,40.744102,-73.958588,40.770407,Gwalior,Madhya Pradesh,Morning
9.94,3,2829,36,100,673.22,4.88,5.32,2,3648,7296,138,229,2022,4,17,Monday,6:25 PM,27,AUTO,2,-73.99941254,40.74410629,-73.98988342,40.74726868,Delhi,Delhi,Evening
9.2,8,2337,39,97,574.82,139.69,64.24,0.8,3252,2601.6,138,235,2019,1,28,Saturday,5:58 AM,131,AUTO,1,-73.995292,40.744148,-73.976097,40.733348,Mumbai,Maharashtra,Morning
7.9,2,1845,22,114,615,292.91,85.96,2.5,2975,7437.5,138,170,2019,5,1,Monday,8:19 PM,214,AUTO,1,-73.984202,40.744187,-73.97462,40.761423,Kolkata,West Bengal,Night
10.56,2,3116,42,129,7353.62,105.82,17.67,0.8,10764,8611.2,138,229,2021,9,12,Tuesday,7:52 AM,100,AUTO,1,-73.995457,40.744187,-74.012858,40.706472,Bangalore,Karnataka,Morning
6.1,10,1763,40,133,373.1,310.91,83.97,1,2704,2704,249,228,2022,2,5,Sunday,2:26 PM,241,MINI,6,-74.006602,40.744235,-73.979251,40.751236,Chennai,Tamil Nadu,AfterNoon
0.3,1,246,9,116,61.5,232.88,0.72,3.3,666,2197.8,151,24,2020,10,28,Saturday,4:39 AM,280,MINI,1,-74.003088,40.744333,-74.010889,40.704445,Hyderabad,Telangana,Late_Night
10.1,1,2501,44,104,533,246.44,74.2,0.8,3503,2802.4,138,224,2018,4,6,Thrusday,11:20 AM,244,AUTO,1,-73.996078,40.744367,-74.006027,40.748588,Pune,Maharashtra,Morning
10.5,1,2583,25,68,624.532,275.57,85.86,3.3,3662,12084.6,138,239,2022,7,29,Saturday,12:49 AM,85,AUTO,3,-73.995635,40.744387,-74.002325,40.730406,Ahmedabad,Gujarat,Late_Night
8.4,6,2132,4,90,53,181.88,76.96,3.3,2538,8375.4,132,196,2021,3,8,Wednesday,1:12 AM,295,AUTO,1,-73.991738,40.744403,-73.959888,40.769403,Surat,Gujarat,Late_Night
5.94,1,1763,41,84,373.92,315.92,11.09,0.8,2589,2071.2,161,255,2019,3,28,Tuesday,9:06 AM,279,AUTO,1,-73.980822,40.74442,-73.991093,40.748797,Lucknow,Uttar Pradesh,Morning
21,8,5904,19,94,11253.12,344.13,57.2,2.5,17671,44177.5,48,221,2019,10,5,Thrusday,8:32 PM,154,MINI,1,-73.996652,40.744495,-73.980253,40.737635,Jaipur,Rajasthan,Night
5.58,9,1927,13,135,398.52,19.81,10.66,0.8,2504,2003.2,231,239,2022,6,23,Friday,6:22 AM,21,AUTO,2,-73.985165,40.744497,-73.981847,40.768137,Kanpur,Uttar Pradesh,Morning
10.56,8,2501,18,158,521.52,284.64,33.37,2,3517,7034,163,138,2019,2,16,Thrusday,6:34 PM,291,MINI,5,-73.980992,40.744531,-73.948478,40.778086,Mirzapur,Uttar Pradesh,Evening
9.5,7,2870,0,107,6853.6,254.09,95.36,2.5,10180,25450,100,138,2021,11,7,Tuesday,10:34 PM,35,AUTO,1,-73.991601,40.744712,-73.983081,40.744682,Nagpur,Maharashtra,Night
20.1,9,4797,49,71,735.54,302.16,95.24,1,6050,6050,249,200,2018,10,27,Friday,3:23 PM,165,AUTO,1,-73.995163,40.744714,-73.999739,40.728509,Ghaziabad,Uttar Pradesh,AfterNoon
11.5,9,2665,21,99,545.3,356.11,46.03,3.3,3732,12315.6,138,52,2023,7,29,Saturday,1:08 AM,247,AUTO,1,-73.987055,40.744762,-74.007825,40.716325,Supaul,Bihar,Late_Night
5.9,5,2091,41,151,438.7,245.93,62.33,3.3,3030,9999,246,49,2021,3,6,Monday,2:07 AM,179,AUTO,2,-73.980617,40.74487,-73.98711,40.749577,Vadodara,Gujarat,Late_Night
6.74,3,1968,39,82,6153.538,110.58,61.36,3.3,8414,27766.2,161,209,2019,5,14,Sunday,3:56 AM,183,AUTO,1,-73.991414,40.744874,-73.9784,40.752352,Rajkot,Gujarat,Late_Night
17.08,7,5371,34,91,1584.24,140.08,64.59,3.3,7285,24040.5,230,1,2022,9,25,Monday,1:36 AM,173,AUTO,1,-73.98874664,40.74495316,-73.99568176,40.74422073,Vishakhapatnam,Andhra Pradesh,Late_Night
8.5,9,2050,4,54,524.8,322.21,5.92,2.5,2961,7402.5,138,107,2021,5,15,Monday,9:33 PM,55,AUTO,3,-73.984267,40.744961,-73.981646,40.759608,Indore,Madhya Pradesh,Night
9.27,2,2665,0,61,6453.42,14.43,42.81,3.3,9237,30482.1,138,162,2020,2,5,Sunday,2:05 AM,298,AUTO,1,-73.987559,40.744963,-73.990453,40.756686,Thane,Maharashtra,Late_Night
5.4,2,1886,23,98,4535.9,278.7,27.69,2,6849,13698,164,24,2019,7,5,Wednesday,5:02 PM,257,AUTO,1,-73.976162,40.744988,-73.990002,40.738323,Bhopal,Madhya Pradesh,Evening
20.57,2,4633,9,84,947.92,360.14,69.57,1,6104,6104,132,181,2023,11,17,Friday,12:41 PM,100,AUTO,1,-73.991995,40.74499,-73.986237,40.729637,Pimpri-Chinchwad,Maharashtra,AfterNoon
6.33,4,1968,38,137,53,28.61,78.39,0.8,2303,1842.4,90,202,2020,5,26,Friday,8:53 AM,285,AUTO,1,-73.975713,40.74506,-73.978712,40.724368,Patna,Bihar,Morning
2,5,1763,2,156,364.9,93.61,53.86,2,2433,4866,230,140,2020,9,23,Saturday,6:50 PM,230,AUTO,1,-73.994771,40.745091,-73.986757,40.746055,Bilaspur,Chhattisgarh,Evening
10.9,5,2952,1,133,53,86.86,53.93,2,3280,6560,144,138,2023,10,29,Sunday,6:13 PM,140,SEDAN,1,-73.976535,40.745105,-73.865332,40.770662,Ludhiana,Punjab,Evening
8.6,10,2665,42,62,562.52,206.93,89.46,3.3,3628,11972.4,138,49,2023,5,22,Monday,12:05 AM,39,AUTO,1,-73.986405,40.745185,-73.989025,40.752668,agra,Uttar Pradesh,Late_Night
6.65,9,2050,40,137,439.52,358.16,91.42,2.5,3116,7790,229,66,2021,9,13,Wednesday,10:41 PM,60,AUTO,6,-74.005821,40.745254,-74.000546,40.752709,Madurai,Tamil Nadu,Night
13.47,6,3210.3,0,152,53,169.43,4.43,1,3589,3589,140,51,2021,12,12,Tuesday,2:25 PM,110,MINI,1,-73.9828,40.745287,-74.01425,40.702935,Jamshedpur,Jharkhand,AfterNoon
8.92,7,2091,47,43,542.532,231.41,69.34,1,3024,3024,138,233,2022,2,6,Monday,1:28 PM,116,AUTO,1,-73.976971,40.745448,-74.003377,40.736261,Prayagraj,Uttar Pradesh,AfterNoon
11.02,1,2911,45,152,917.58,125.28,79.93,3.3,4231,13962.3,132,61,2019,10,16,Monday,3:25 AM,52,SUV,2,-73.988398,40.74545,-73.793017,40.658157,Nasik,Maharashtra,Late_Night
8.5,10,2132,7,66,549.4,99.09,23.58,2.5,2877,7192.5,233,138,2021,10,12,Thrusday,11:35 PM,296,MINI,4,-73.999557,40.745475,-73.9395,40.808624,Faridabad,Haryana,Night
12.09,1,2788,40,45,673.22,73.21,57.56,2,3677,7354,138,161,2022,2,6,Monday,4:54 PM,26,MINI,1,-74.005677,40.745547,-73.962663,40.794295,Meerut,Uttar Pradesh,Evening
9.4,3,3034,27,123,714.22,114.9,53.3,2,4066,8132,138,162,2021,3,16,Thrusday,6:58 PM,293,AUTO,1,-74.005547,40.745687,-74.011247,40.728733,Jabalpur,Madhya Pradesh,Evening
5.1,10,1804,26,134,389.5,320.71,58.29,2,2733,5466,166,164,2019,1,16,Monday,6:00 PM,116,AUTO,2,-73.97529,40.745689,-73.989893,40.741252,Kalyan,Maharashtra,Evening
10.7,7,2501,36,49,6537.62,171.06,68.71,1,9363,9363,138,229,2019,9,23,Saturday,12:45 PM,77,AUTO,1,-73.982432,40.745747,-73.982432,40.745747,Vasai-Virar,Maharashtra,AfterNoon
0.2,6,246,38,60,61.5,385.04,95.12,1,886,886,137,233,2023,3,28,Tuesday,2:37 PM,95,AUTO,1,-73.978192,40.745775,-73.975422,40.73007,Najafgarh,Delhi,AfterNoon
9.7,4,2542,21,78,53,0.7,7.41,2,2702,5404,50,225,2022,7,8,Saturday,6:05 PM,81,AUTO,3,-73.978007,40.74581,-73.98425,40.73341,Varanasi,Uttar Pradesh,Evening
5.5,2,1845,28,102,492,23.06,50.02,0.8,2540,2032,234,49,2022,1,19,Thrusday,11:18 AM,168,AUTO,1,-73.982177,40.745862,-73.974468,40.756745,Srinagar,Jammu and Kashmir,Morning
11.7,3,3280,44,122,963.5,179.74,49.77,3.3,4639,15308.7,138,230,2018,7,4,Tuesday,12:44 AM,224,MINI,1,-73.99055,40.745908,-73.885363,40.771893,Aurangabad,Maharashtra,Late_Night
12.88,9,3444,27,112,796.22,207.33,36.7,3.3,4623,15255.9,88,138,2019,8,16,Wednesday,12:48 AM,95,MINI,1,-73.997728,40.746099,-73.947656,40.829451,Dhanbad,Jharkhand,Late_Night
10.4,4,2829,21,117,877.4,68.67,6.75,2,3920,7840,230,181,2019,3,16,Thrusday,7:29 PM,36,AUTO,1,-73.979841,40.746111,-73.996428,40.739864,Amritsar,Punjab,Evening
15.61,2,3854,26,96,6753.76,383.9,96.87,3.3,11211,36996.3,13,138,2023,5,4,Thrusday,1:07 AM,165,AUTO,1,-73.990575,40.746117,-74.003227,40.751447,Aligarh,Uttar Pradesh,Late_Night
11.3,5,2829,35,152,287,111.26,86.58,2,3501,7002,138,163,2023,3,8,Wednesday,6:08 PM,130,AUTO,1,-73.977708,40.746212,-73.975782,40.745055,Guwahati,Assam,Evening
11.2,10,2624,6,100,639.6,288.03,92.81,0.8,3750,3000,138,161,2023,1,7,Saturday,5:29 AM,84,AUTO,1,-73.983758,40.74643,-73.963557,40.774088,Haora,West Bengal,Morning
8.49,8,2296,28,125,4853.52,343.92,20.05,0.8,7666,6132.8,237,40,2023,2,14,Tuesday,7:40 AM,240,AUTO,1,-73.995892,40.746454,-73.995892,40.746454,Ranchi,Jharkhand,Morning
10.3,8,2583,23,75,537.1,11.46,67.42,3.3,3297,10880.1,231,243,2020,4,16,Sunday,12:09 AM,30,MINI,1,-73.917399,40.746485,-73.973756,40.763836,Gwalior,Madhya Pradesh,Late_Night
8.82,7,2296,17,130,718.32,187.73,69.46,2.5,3419,8547.5,138,262,2021,8,30,Wednesday,8:01 PM,145,SEDAN,3,-73.977473,40.746538,-73.851405,40.689473,Delhi,Delhi,Night
6.8,3,1804,20,136,53,335.25,31.29,2.5,2380,5950,48,25,2021,9,6,Wednesday,8:21 PM,60,AUTO,1,-73.991603,40.746542,-73.993723,40.7524,Mumbai,Maharashtra,Night
9.08,1,2214,17,58,5553.22,96.19,65.07,3.3,8003,26409.9,138,170,2020,3,26,Sunday,4:37 AM,104,AUTO,1,-73.995636,40.746573,-73.984437,40.767145,Kolkata,West Bengal,Late_Night
26.95,7,6355,50,45,1284.12,325.85,30.94,1,8091,8091,132,257,2021,2,16,Thrusday,1:01 PM,191,AUTO,5,-73.993973,40.746577,-74.00506,40.709365,Bangalore,Karnataka,AfterNoon
8.41,5,2296,32,104,65353.24,54.19,41.63,1,67881,67881,100,52,2018,11,16,Thrusday,2:23 PM,259,SEDAN,1,-74.001379,40.746612,-73.982894,40.773289,Chennai,Tamil Nadu,AfterNoon
8.6,1,2132,35,67,533.82,170.68,8.06,2,2947,5894,138,141,2022,3,25,Saturday,5:24 PM,20,AUTO,1,-73.983735,40.746697,-73.954411,40.772219,Hyderabad,Telangana,Evening
13.46,8,3567,34,48,53,46.06,79.94,0.8,3828,3062.4,229,181,2021,12,26,Tuesday,11:25 AM,176,MINI,5,-74.00468,40.746881,-73.94183,40.725904,Pune,Maharashtra,Morning
4.7,9,2132,28,151,328,298.38,32.88,3.3,2970,9801,234,255,2018,3,17,Friday,12:23 AM,177,AUTO,2,-73.985468,40.74701,-73.990586,40.719027,Ahmedabad,Gujarat,Late_Night
8.67,4,2132,2,67,336.2,236.98,98.07,0.8,2872,2297.6,140,40,2018,10,2,Monday,8:07 AM,283,AUTO,1,-74.00463867,40.74713898,-73.9850769,40.7407608,Surat,Gujarat,Morning
10.83,1,2542,28,74,624.532,35.28,29.52,3.3,3333,10998.9,138,230,2019,2,26,Sunday,3:24 AM,242,AUTO,1,-73.993177,40.747152,-73.983943,40.743292,Lucknow,Uttar Pradesh,Late_Night
5.71,9,1845,27,72,3953.32,192.85,91.22,0.8,6181,4944.8,161,223,2021,5,25,Thrusday,9:41 AM,249,AUTO,1,-73.985653,40.747188,-73.98329,40.730267,Jaipur,Rajasthan,Morning
12.39,8,3198,47,102,53,277.4,7.28,3.3,3685,12160.5,230,138,2018,2,9,Thrusday,1:10 AM,90,AUTO,1,-73.975782,40.74727,-73.96611,40.762933,Kanpur,Uttar Pradesh,Late_Night
9.15,9,2706,9,144,574,329.34,67.26,2.5,3830,9575,138,164,2023,2,27,Monday,10:39 PM,125,AUTO,1,-73.98548889,40.74728012,-74.00767517,40.74076843,Mirzapur,Uttar Pradesh,Night
11.49,10,2665,25,137,6453.42,195.45,60.75,2.5,9537,23842.5,138,162,2023,7,5,Wednesday,8:58 PM,122,AUTO,1,-73.989647,40.74729,-73.985648,40.735408,Nagpur,Maharashtra,Night
16.4,4,5289,25,129,13453.7,294.66,23.33,3.3,19215,63409.5,68,1,2020,7,28,Friday,12:58 AM,196,SUV,5,-74.035839,40.74732,-74.035839,40.74732,Ghaziabad,Uttar Pradesh,Late_Night
11.69,3,3239,16,106,656,243.16,20.47,2.5,4281,10702.5,138,161,2020,2,16,Thrusday,8:12 PM,79,AUTO,2,-73.993656,40.74735,-73.982864,40.742636,Supaul,Bihar,Night
11.86,7,3116,42,134,913.48,6.99,64.66,3.3,4277,14114.1,234,138,2022,2,25,Saturday,3:49 AM,98,MINI,1,-73.989813,40.747356,-73.927147,40.762732,Vadodara,Gujarat,Late_Night
7.2,4,1845,4,146,382.12,372.48,58.55,2,2808,5616,229,138,2019,3,18,Saturday,4:28 PM,175,AUTO,1,-73.98637,40.74738,-73.975567,40.744572,Rajkot,Gujarat,Evening
7.1,7,2337,1,105,3653.8,89.68,8.37,2.5,6195,15487.5,179,198,2019,8,29,Tuesday,8:06 PM,31,AUTO,1,-74.000632,40.747473,-73.986672,40.740577,Vishakhapatnam,Andhra Pradesh,Night
10,2,2624,23,107,947.1,369.46,94.38,2.5,4165,10412.5,138,239,2019,3,25,Saturday,11:51 PM,156,AUTO,3,-74.003637,40.747477,-73.99989,40.740652,Indore,Madhya Pradesh,Night
8.73,7,3034,30,141,574,1.96,48.98,1,3830,3830,138,186,2019,6,25,Sunday,2:58 PM,210,MINI,1,-74.00824,40.747555,-73.985106,40.764429,Thane,Maharashtra,AfterNoon
7.78,5,2132,13,111,53,393.01,77.58,1,2780,2780,233,158,2023,6,8,Thrusday,12:56 PM,110,AUTO,1,-73.973787,40.747695,-73.986315,40.746973,Bhopal,Madhya Pradesh,AfterNoon
7.18,6,1763,10,67,365.72,61.07,11.03,2.5,2278,5695,262,87,2019,8,20,Sunday,11:59 PM,36,AUTO,2,-74.000125,40.747762,-74.005557,40.73871,Pimpri-Chinchwad,Maharashtra,Night
0.14,8,205,15,108,53,305.14,74.54,1,761,761,239,239,2019,3,9,Thrusday,2:50 PM,121,AUTO,1,-73.978542,40.747805,-73.984092,40.737567,Patna,Bihar,AfterNoon
7.28,4,1886,24,101,492.82,358.93,88.7,0.8,2951,2360.8,229,36,2023,8,7,Monday,7:18 AM,173,MINI,2,-73.9925,40.74784,-73.96565,40.76328,Bilaspur,Chhattisgarh,Morning
14.6,4,4387,5,47,53,397.45,28.34,0.8,4918,3934.4,100,76,2021,9,4,Monday,9:33 AM,213,AUTO,1,-73.985382,40.747858,-73.978377,40.76207,Ludhiana,Punjab,Morning
6.2,8,2214,20,66,455.1,206.22,21.95,1,2983,2983,158,141,2021,11,6,Monday,12:34 PM,251,AUTO,1,-73.980735,40.747911,-73.97053,40.761998,agra,Uttar Pradesh,AfterNoon
10.8,3,2706,24,63,8537.7,272.39,94.53,3.3,11698,38603.4,138,233,2023,3,28,Tuesday,3:14 AM,228,MINI,1,-73.973735,40.747927,-73.986357,40.775677,Madurai,Tamil Nadu,Late_Night
10.9,7,2624,23,113,648.62,21.31,56.22,0.8,3486,2788.8,138,230,2023,4,16,Sunday,6:02 AM,149,AUTO,1,-74.00031,40.747961,-73.993636,40.757229,Jamshedpur,Jharkhand,Morning
0.18,4,246,39,108,53,294.23,25.58,3.3,766,2527.8,263,263,2023,4,18,Tuesday,2:16 AM,181,MINI,1,-74.00399017,40.74797821,-73.98319244,40.75632858,Prayagraj,Uttar Pradesh,Late_Night
12.33,2,2911,35,86,53,132.53,28.69,1,3246,3246,246,138,2021,2,19,Sunday,1:20 PM,261,AUTO,1,-73.97329,40.747983,-73.974415,40.724483,Nasik,Maharashtra,AfterNoon
7.7,8,2091,48,141,53,2.52,38.86,0.8,2374,1899.2,132,265,2020,3,11,Saturday,11:28 AM,72,MINI,1,-73.984723,40.748023,-73.977245,40.757891,Faridabad,Haryana,Morning
6.1,6,2091,45,117,53,0.97,38.01,2,2345,4690,13,170,2018,11,8,Wednesday,5:26 PM,49,AUTO,4,-73.983518,40.748147,-73.98987,40.725757,Meerut,Uttar Pradesh,Evening
6.4,4,2173,6,50,578.1,200.35,7.38,0.8,3015,2412,87,186,2023,10,2,Monday,9:47 AM,167,AUTO,2,-73.992091,40.748239,-73.952414,40.772895,Jabalpur,Madhya Pradesh,Morning
15,1,3526,33,113,53,96.23,12.69,3.3,3834,12652.2,246,10,2021,6,7,Wednesday,1:23 AM,197,AUTO,1,-73.98463,40.748252,-73.979311,40.754489,Kalyan,Maharashtra,Late_Night
5.6,3,1763,35,111,373.1,190.59,12.71,0.8,2485,1988,79,17,2018,5,26,Friday,11:50 AM,229,AUTO,1,-73.980556,40.748284,-73.999545,40.728622,Vasai-Virar,Maharashtra,Morning
5.9,2,1763,17,104,53,136.9,3.17,3.3,2077,6854.1,229,173,2021,2,28,Tuesday,1:08 AM,177,AUTO,1,-73.9888916,40.74832535,-73.98726654,40.72908783,Najafgarh,Delhi,Late_Night
5.78,8,2009,18,106,423.12,253.9,7.89,3.3,2818,9299.4,234,41,2020,9,23,Saturday,1:38 AM,97,AUTO,1,-73.985,40.74833,-73.9821,40.772412,Varanasi,Uttar Pradesh,Late_Night
9.05,9,2542,21,129,53,385.09,66.9,0.8,3197,2557.6,138,243,2018,11,19,Sunday,5:23 AM,285,AUTO,1,-73.982272,40.748357,-73.969325,40.763877,Srinagar,Jammu and Kashmir,Morning
12.7,4,3321,14,120,771.62,100.31,45.51,0.8,4372,3497.6,138,143,2022,3,4,Saturday,10:27 AM,223,AUTO,1,-73.983305,40.748403,-73.991115,40.765688,Aurangabad,Maharashtra,Morning
2.75,10,1886,46,149,3953.32,273.14,96.7,2.5,6404,16010,239,68,2023,5,25,Thrusday,9:11 PM,150,MINI,2,-73.984045,40.748432,-74.009758,40.722695,Dhanbad,Jharkhand,Night
7.73,7,2091,2,80,549.4,7.97,0.56,3.3,2731,9012.3,161,225,2022,3,7,Tuesday,2:15 AM,273,AUTO,1,-73.978617,40.748468,-73.975885,40.75505,Amritsar,Punjab,Late_Night
0.26,8,246,3,51,53,267.5,41.23,2,662,1324,151,151,2020,6,7,Wednesday,6:24 PM,24,AUTO,2,-73.979978,40.748572,-73.986877,40.739757,Aligarh,Uttar Pradesh,Evening
10.6,4,2665,49,95,545.3,269.53,77.88,2.5,3702,9255,236,3,2019,8,8,Tuesday,10:07 PM,79,MINI,1,-74.006052,40.748617,-73.962892,40.8042,Guwahati,Assam,Night
9.5,2,2829,25,76,594.5,115.57,13.34,1,3653,3653,163,138,2022,11,7,Tuesday,12:53 PM,211,MINI,2,-74.008134,40.748631,-73.952349,40.780512,Haora,West Bengal,AfterNoon
4.36,8,1845,29,133,53,38.5,99.81,2,2198,4396,100,87,2020,5,17,Wednesday,5:49 PM,155,AUTO,5,-74.008117,40.748635,-74.01037,40.718968,Ranchi,Jharkhand,Evening
0.2,6,246,41,61,61.5,141.55,31.66,3.3,583,1923.9,238,239,2021,12,10,Sunday,4:52 AM,101,AUTO,4,-73.991018,40.748752,-73.994825,40.745283,Gwalior,Madhya Pradesh,Late_Night
5.51,5,1804,29,149,328,30.52,95.11,2,2436,4872,138,202,2023,1,8,Sunday,5:50 PM,67,AUTO,3,-73.988547,40.748765,-74.000815,40.718127,Delhi,Delhi,Evening
3.5,7,1763,36,126,545.3,99.59,36.37,2.5,2606,6515,234,113,2020,6,3,Saturday,9:34 PM,59,MINI,1,-73.96973419,40.74876785,-74.00120544,40.72164536,Mumbai,Maharashtra,Night
8.8,6,2870,20,152,869.2,50.21,68.2,2,4030,8060,138,113,2022,12,10,Sunday,4:28 PM,68,AUTO,1,-73.992332,40.748792,-73.966374,40.760099,Kolkata,West Bengal,Evening
12.69,10,3075,32,136,53,19.63,81.11,2,3397,6794,96,96,2018,12,12,Tuesday,7:56 PM,293,AUTO,1,-73.977655,40.748835,-73.991915,40.754223,Bangalore,Karnataka,Evening
5.85,10,1968,33,119,414.92,387.93,35.45,0.8,2958,2366.4,49,170,2019,5,5,Friday,9:49 AM,267,AUTO,1,-73.996573,40.748843,-73.995178,40.750753,Chennai,Tamil Nadu,Morning
10.2,9,2501,24,115,615,279.94,18.17,2.5,3553,8882.5,79,192,2020,5,6,Saturday,9:13 PM,286,AUTO,2,-73.995776,40.748921,-73.968821,40.764391,Hyderabad,Telangana,Night
5,2,3280,41,156,6653.1,311.7,96.22,2,10538,21076,186,265,2021,9,20,Wednesday,5:03 PM,178,AUTO,1,-73.988254,40.74895,-73.98705,40.733678,Pune,Maharashtra,Evening
5.4,1,1804,9,105,3953.32,275.17,14.88,2,6161,12322,161,13,2021,4,2,Sunday,5:43 PM,236,AUTO,1,-73.979872,40.749027,-73.976553,40.757498,Ahmedabad,Gujarat,Evening
9.8,5,2747,12,108,578.1,190.44,16.47,3.3,3652,12051.6,249,26,2018,8,7,Monday,2:42 AM,290,AUTO,1,-74.005382,40.749044,-73.99412,40.761185,Surat,Gujarat,Late_Night
6.88,10,1763,42,109,336.2,58.18,78.87,0.8,2387,1909.6,87,262,2021,5,5,Friday,7:48 AM,61,AUTO,1,-73.999432,40.749066,-73.995077,40.738264,Lucknow,Uttar Pradesh,Morning
8.58,4,2173,38,90,677.32,152.12,90.66,3.3,3221,10629.3,138,141,2019,2,25,Saturday,4:03 AM,248,MINI,1,-73.985618,40.749068,-74.000288,40.726519,Jaipur,Rajasthan,Late_Night
11,1,2583,29,66,537.1,276.44,8.15,1,3500,3500,261,223,2022,5,2,Tuesday,2:15 PM,250,AUTO,1,-73.987885,40.749152,-73.975165,40.759095,Kanpur,Uttar Pradesh,AfterNoon
3.5,4,1763,37,111,53,256.97,96.2,0.8,2317,1853.6,163,144,2022,7,30,Sunday,5:50 AM,207,AUTO,1,-73.983952,40.74928,-73.97778,40.737878,Mirzapur,Uttar Pradesh,Morning
7.78,10,2296,7,46,53,40.26,51.27,0.8,2494,1995.2,238,231,2019,6,8,Thrusday,8:04 AM,245,AUTO,1,-73.97733,40.74948,-73.987669,40.732709,Nagpur,Maharashtra,Morning
6.71,5,1804,11,103,262.4,23,70.36,2.5,2274,5685,162,13,2021,2,26,Sunday,10:39 PM,80,AUTO,1,-73.995387,40.749482,-73.975789,40.748741,Ghaziabad,Uttar Pradesh,Night
9.4,10,2255,30,107,492,34.35,79.99,1,2998,2998,132,98,2023,1,6,Friday,2:54 PM,291,MINI,5,-73.983731,40.749556,-73.978818,40.761043,Supaul,Bihar,AfterNoon
7.7,1,2132,24,106,53,320.53,43.6,0.8,2679,2143.2,141,70,2018,5,26,Friday,12:00 PM,22,AUTO,3,-73.898081,40.749597,-73.98109,40.746147,Vadodara,Gujarat,Morning
0.14,1,246,31,137,753.52,4.37,34.75,3.3,1207,3983.1,162,229,2021,1,16,Monday,3:02 AM,153,MINI,1,-73.975272,40.749603,-73.941628,40.706772,Rajkot,Gujarat,Late_Night
10.01,10,2337,38,67,583.532,134.5,65.07,0.8,3225,2580,162,138,2020,9,24,Sunday,7:57 AM,167,AUTO,5,-73.98371124,40.74961853,-73.99261475,40.74286652,Vishakhapatnam,Andhra Pradesh,Morning
14.03,8,3977,28,61,574,390.5,10.49,1,5041,5041,132,52,2020,5,13,Saturday,12:01 PM,25,MINI,6,-73.99882507,40.7496376,-74.01074219,40.70959473,Indore,Madhya Pradesh,AfterNoon
12.02,2,3157,34,63,451,220.04,10.89,1,3936,3936,138,164,2018,8,31,Thrusday,3:07 PM,23,SUV,1,-73.985722,40.749696,-73.973577,40.74901,Thane,Maharashtra,AfterNoon
6.23,10,2009,18,125,53,41.67,4.89,1,2252,2252,148,238,2021,9,6,Wednesday,2:45 PM,121,AUTO,5,-73.992414,40.74972,-73.995103,40.750485,Bhopal,Madhya Pradesh,AfterNoon
6.9,2,1886,50,74,53,240.91,92.5,2,2396,4792,137,173,2021,12,22,Friday,7:11 PM,289,AUTO,1,-73.986004,40.749766,-74.003312,40.724212,Pimpri-Chinchwad,Maharashtra,Evening
9.98,8,2378,50,157,496.92,291.37,41.61,1,3415,3415,107,243,2023,9,13,Wednesday,2:48 PM,295,MINI,3,-73.995145,40.749812,-73.940478,40.718662,Patna,Bihar,AfterNoon
9.7,8,2788,11,78,673.22,392.34,94.25,2,4037,8074,138,90,2020,11,18,Saturday,7:10 PM,184,AUTO,2,-73.995802,40.749905,-73.994543,40.750907,Bilaspur,Chhattisgarh,Evening
16.96,10,5576,49,113,1343.98,329.14,37.33,1,7448,7448,48,1,2022,5,15,Monday,2:26 PM,76,AUTO,1,-73.991745,40.749922,-73.989692,40.740547,Ludhiana,Punjab,AfterNoon
6.88,4,2296,48,136,244.36,297.77,26.41,3.3,3049,10061.7,261,238,2022,10,3,Tuesday,2:18 AM,119,AUTO,6,-73.992032,40.749945,-74.003459,40.720425,agra,Uttar Pradesh,Late_Night
11.53,6,3034,49,75,636.32,253.6,61.73,3.3,4110,13563,138,62,2019,3,26,Sunday,12:24 AM,292,AUTO,1,-73.994754,40.749984,-74.000211,40.753329,Madurai,Tamil Nadu,Late_Night
